noise_level,error_classical,error_quantum,price_classical,price_quantum,price_reference
0.0,0.5336276787709092,0.5336276787709092,8.710287786459837,8.710287786459837,8.757017656509829
0.01,2.556596920036589,2.556596920036589,8.677749994329218,8.92287052589216,8.757017656509829
0.02,4.951350513850989,4.951350513850989,8.646414253714601,9.138160484237936,8.757017656509829
0.03,7.361575240142007,7.361575240142007,8.616282046618148,9.356117008635842,8.757017656509829
0.05,12.226129198199963,12.226129198199963,8.55963319640527,9.799862406954253,8.757017656509829
0.08,19.624304535865765,19.624304535865765,8.483712301004948,10.484412955945634,8.757017656509829
0.1,24.61688952832682,24.61688952832682,8.439139116270637,10.952882630509459,8.757017656509829
0.15,37.27402819376838,37.27402819376838,8.34884214463356,12.163750791575003,8.757017656509829
0.2,50.121191665111716,50.121191665111716,8.288649123402179,13.426705639609901,8.757017656509829
